val_loss,accuracy,f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5994979739189148,0.628635956967651,0.6257745925231404,1751870942,,True,1,a53bca14,2025-07-07_06-49-02,9640.215976953506,9640.215976953506,3738046,tisha,129.215.170.52,9640.215976953506,1
