val_loss,accuracy,f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5493530869483948,0.6728173154071287,0.6710388281941199,1752606534,,True,1,096d0f02,2025-07-15_19-08-54,5880.363881349564,5880.363881349564,3983096,tisha,129.215.170.52,5880.363881349564,1
