val_loss,accuracy,f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6039639234542846,0.6225975969238953,0.6201200137318386,1751892196,,True,1,4c8d6f1c,2025-07-07_12-43-16,5917.957755088806,5917.957755088806,3741874,tisha,129.215.170.52,5917.957755088806,1
