val_loss,accuracy,f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5500310659408569,0.6668292935309956,0.6634116927945055,1751982411,,False,1,751fbc6e,2025-07-08_13-46-51,5196.141267538071,5196.141267538071,3780490,tisha,129.215.170.52,5196.141267538071,1
