val_loss,accuracy,f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5657201647758484,0.6545973089831705,0.6515933056751354,1752061383,,True,1,65257076,2025-07-09_11-43-03,26476.123925447464,26476.123925447464,3793457,tisha,129.215.170.52,26476.123925447464,1
