val_loss,accuracy,f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5837832093238831,0.6402843230691302,0.6380330696663404,1752095822,,True,1,2661eeaa,2025-07-09_21-17-02,18401.528314113617,18401.528314113617,3803356,tisha,129.215.170.52,18401.528314113617,1
