val_loss,accuracy,f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5554385185241699,0.664180996103058,0.6625789804433687,1751879273,,False,1,8936c20f,2025-07-07_09-07-53,8328.541410684586,8328.541410684586,3739939,tisha,129.215.170.52,8328.541410684586,1
